archive_date,count_long_short_ratio,count_toptrader_long_short_ratio,create_time,source,sum_open_interest,sum_open_interest_value,sum_taker_long_short_vol_ratio,sum_toptrader_long_short_ratio,symbol
2025-07-26,,,2025-07-26 00:00:00,binance_coin_m_archive,30287375.00000000,25741.61221562,9.12718659,,BTCUSD_PERP
2025-07-27,,,2025-07-27 00:00:00,binance_coin_m_archive,30227188.00000000,25638.09685368,28.32801822,,BTCUSD_PERP
2025-07-28,,,2025-07-28 00:00:00,binance_coin_m_archive,29632619.00000000,24807.48813523,3.83389849,,BTCUSD_PERP
2025-07-29,,,2025-07-29 00:00:00,binance_coin_m_archive,31355619.00000000,26547.56563927,2.52674851,,BTCUSD_PERP
2025-07-30,,,2025-07-30 00:00:00,binance_coin_m_archive,31756644.00000000,26931.92440285,2.20061366,,BTCUSD_PERP
2025-07-31,,,2025-07-31 00:00:00,binance_coin_m_archive,32084428.00000000,27237.64040563,0.12094504,,BTCUSD_PERP
2025-08-01,,,2025-08-01 00:00:00,binance_coin_m_archive,32415831.00000000,28014.97341559,0.78691661,,BTCUSD_PERP
2025-08-02,,,2025-08-02 00:00:00,binance_coin_m_archive,30598331.00000000,27030.80531458,0.70869617,,BTCUSD_PERP
2025-08-03,,,2025-08-03 00:00:00,binance_coin_m_archive,30102115.00000000,26760.11641651,0.51617391,,BTCUSD_PERP
2025-08-04,,,2025-08-04 00:00:00,binance_coin_m_archive,29650123.00000000,25973.58764276,0.23752399,,BTCUSD_PERP
2025-08-05,,,2025-08-05 00:00:00,binance_coin_m_archive,28664997.00000000,24923.70661158,0.38450996,,BTCUSD_PERP
2025-08-06,,,2025-08-06 00:00:00,binance_coin_m_archive,29095304.00000000,25501.88380187,0.74029680,,BTCUSD_PERP
2025-08-07,,,2025-08-07 00:00:00,binance_coin_m_archive,28168267.00000000,24500.89894345,54.80000000,,BTCUSD_PERP
2025-08-08,,,2025-08-08 00:00:00,binance_coin_m_archive,27358750.00000000,23295.10524998,17.78733032,,BTCUSD_PERP
2025-08-09,,,2025-08-09 00:00:00,binance_coin_m_archive,26543632.00000000,22755.07181015,1.52584235,,BTCUSD_PERP
2025-08-10,,,2025-08-10 00:00:00,binance_coin_m_archive,26950190.00000000,23137.46502531,0.96832937,,BTCUSD_PERP
2025-08-11,,,2025-08-11 00:00:00,binance_coin_m_archive,27304380.00000000,22888.03592747,0.75054855,,BTCUSD_PERP
2025-08-12,,,2025-08-12 00:00:00,binance_coin_m_archive,29491038.00000000,24846.86143539,0.07290692,,BTCUSD_PERP
2025-08-13,,,2025-08-13 00:00:00,binance_coin_m_archive,28857558.00000000,24027.54158965,0.44960513,,BTCUSD_PERP
2025-08-14,,,2025-08-14 00:00:00,binance_coin_m_archive,28049302.00000000,22739.97308428,0.29428113,,BTCUSD_PERP
2025-08-15,,,2025-08-15 00:00:00,binance_coin_m_archive,30203922.00000000,25524.86569998,0.51683513,,BTCUSD_PERP
